,shopName,shopCode,budget,category,pandaOnly,minFee,minOrder,minDelTime,minPickTime,distance,rateNum,updateDate
649,福星廣東粥,b2lw,1,"['中式', '粥']",False,29.0,99.0,40.0,10.0,3.114333308628452,798,2023-05-23 11:48:33.979633
650,士林夜市 惠姊滷味,g9hr,1,['小吃'],False,29.0,99.0,40.0,15.0,3.351664717020437,37,2023-05-23 11:48:33.979633
651,士林夜市 ㄙㄨㄚˋ嘴鹽水雞,tnq1,1,['小吃'],False,29.0,99.0,40.0,15.0,3.512172165672557,42,2023-05-23 11:48:33.979633
652,台灣G湯 士林文林店,e5nm,2,"['湯品', '台式']",False,29.0,99.0,40.0,10.0,3.372408500557647,551,2023-05-23 11:48:33.979633
653,品廚鍋貼,ucs8,1,"['湯品', '台式']",False,29.0,99.0,40.0,15.0,3.4569623392214632,21,2023-05-23 11:48:33.979633
654,家後古早味 (台北天母店),g48v,1,"['湯品', '麵食', '台式']",False,29.0,99.0,40.0,15.0,0.23425509594761426,7,2023-05-23 11:48:33.979633
655,吃土司TOAST,e09m,1,['歐美'],False,29.0,99.0,40.0,15.0,3.365747555372951,42,2023-05-23 11:48:33.979633
656,鍋+Shabu,ev90,1,"['火鍋', '日式']",False,29.0,99.0,40.0,15.0,2.052527580247762,25,2023-05-23 11:48:33.979633
657,澠井川日本串燒專賣,yuq2,3,['日式'],False,29.0,99.0,40.0,15.0,3.081118370549672,64,2023-05-23 11:48:33.979633
658,托斯卡尼尼義大利麵 (台北士林店),bp15,2,"['歐美', '麵食']",False,29.0,99.0,40.0,15.0,3.6525560667627706,39,2023-05-23 11:48:33.979633
659,士林夜市火烤牛,yz7g,2,['小吃'],False,29.0,99.0,40.0,15.0,3.6991044920813954,1,2023-05-23 11:48:33.979633
660,印度拉茶,f4qs,1,"['飲料', '異國']",False,29.0,99.0,40.0,15.0,3.4693777357839455,265,2023-05-23 11:48:33.979633
661,王姐鄰家小館,ntgf,1,['異國'],False,29.0,99.0,40.0,15.0,0.22822577258563073,4,2023-05-23 11:48:33.979633
662,烤Bar平價串燒,b6hc,2,['小吃'],False,29.0,99.0,40.0,10.0,2.067844386269309,691,2023-05-23 11:48:33.979633
663,小紅花鐵板燒 (新光三越天母店),f1mm,2,"['鐵板燒', '台式']",False,29.0,99.0,40.0,15.0,0.6742277402731301,75,2023-05-23 11:48:33.979633
664,KANPAI CLASSIC (新光三越台北天母店),x4bt,2,"['牛排', '日式']",False,29.0,99.0,40.0,15.0,0.68655918669665,0,2023-05-23 11:48:33.979633
665,兩班家韓式碳烤 (新光三越台北天母店),f1nl,1,"['韓式', '便當']",False,29.0,99.0,40.0,15.0,0.6963837151262526,279,2023-05-23 11:48:33.979633
666,響味鹹酥雞 (台北士林店),d8oi,2,"['小吃', '炸雞']",False,29.0,99.0,40.0,10.0,3.3241081539024315,2706,2023-05-23 11:48:33.979633
667,夜半食堂 (士林天母店),pxvt,3,"['湯品', '日式']",False,29.0,99.0,40.0,15.0,0.9984105741190983,3,2023-05-23 11:48:33.979633
668,甜心芭樂汁 (石牌店),z0nf,1,['飲料'],False,29.0,99.0,40.0,10.0,1.1405350649096595,1132,2023-05-23 11:48:33.979633
669,Miso izakaya串燒居酒屋,d1tc,3,['日式'],False,29.0,99.0,40.0,10.0,0.5492691362115839,348,2023-05-23 11:48:33.979633
670,桶江軍滷味尊賢店 (桶一天下),ht8w,1,['小吃'],False,29.0,99.0,40.0,15.0,2.097674341265064,213,2023-05-23 11:48:33.979633
671,祝歪頭餐酒館,zrh0,2,['歐美'],False,29.0,99.0,40.0,15.0,3.4935360909789708,62,2023-05-23 11:48:33.979633
672,英倫茶事士林夜市,bc29,1,['甜點'],False,29.0,99.0,40.0,15.0,3.3713640424640556,11,2023-05-23 11:48:33.979633
673,巷語手作平價料理,t6xu,3,['日式'],False,29.0,99.0,40.0,15.0,3.9535686793954214,105,2023-05-23 11:48:33.979633
674,秘魯料理 Fiesta Restaurant & Bar,e6la,2,['歐美'],False,29.0,99.0,40.0,10.0,3.564963059612555,32,2023-05-23 11:48:33.979633
675,裕民小惠狀元糕,dcdm,2,['甜點'],False,29.0,99.0,40.0,15.0,1.0966043923493176,0,2023-05-23 11:48:33.979633
676,Ting屋食堂,z8fh,1,"['便當', '日式']",False,29.0,99.0,40.0,15.0,3.340196714514298,263,2023-05-23 11:48:33.979633
677,賴家去骨鹽水雞 (小林尊賢店),ubc0,1,['小吃'],False,29.0,99.0,40.0,15.0,2.055553938511934,227,2023-05-23 11:48:33.979633
678,雞老闆桶仔雞 (士林文林店),y2gz,3,['台式'],False,29.0,99.0,40.0,15.0,3.526860616090349,675,2023-05-23 11:48:33.979633
679,士林夜市 醉痞廚房,gphp,1,"['麵食', '日式']",False,29.0,99.0,40.0,15.0,3.515484741424919,0,2023-05-23 11:48:33.979633
680,芳韜果室 飲品,j85i,2,['飲料'],False,29.0,99.0,40.0,15.0,2.109313142025308,0,2023-05-23 11:48:33.979633
681,台北無料案內所,f5oj,2,['日式'],False,29.0,99.0,40.0,15.0,3.541036316375148,251,2023-05-23 11:48:33.979633
682,Feb.22 Cafe',y9my,1,"['歐美', '三明治 / 吐司']",False,29.0,99.0,40.0,15.0,0.38210247738065445,79,2023-05-23 11:48:33.979633
683,磺港豆漿,i3li,1,['小吃'],False,29.0,99.0,40.0,15.0,2.753918726902498,1899,2023-05-23 11:48:33.979633
684,永和豆漿 (北投石牌店),t1rr,1,['小吃'],False,29.0,99.0,40.0,15.0,0.9581517710436382,2969,2023-05-23 11:48:33.979633
685,健康果汁屋 (石牌實踐店),e3xy,1,['飲料'],False,29.0,99.0,40.0,10.0,1.8718481616755023,518,2023-05-23 11:48:33.979633
686,五味俱全義大利麵炒飯麵,fbjt,1,"['麵食', '台式']",False,29.0,99.0,40.0,15.0,1.55383260530325,81,2023-05-23 11:48:33.979633
687,店聚人宵夜早餐,phd2,1,"['早餐', '漢堡', '台式', '三明治 / 吐司']",False,29.0,99.0,40.0,15.0,1.55383260530325,34,2023-05-23 11:48:33.979633
688,家後古早味 (北投清江店),s1nm,1,"['湯品', '麵食', '台式']",False,29.0,99.0,40.0,15.0,2.8190285687438017,19,2023-05-23 11:48:33.979633
689,小丁豆漿店,jmhn,1,"['早餐', '小吃']",False,29.0,99.0,40.0,15.0,1.1467636373366232,1476,2023-05-23 11:48:33.979633
690,味之堡早午餐,r2s6,1,"['早餐', '台式']",False,29.0,99.0,40.0,15.0,1.2036276374319064,507,2023-05-23 11:48:33.979633
691,呷尚寶 (台北士商店),r0af,1,"['早餐', '台式']",False,29.0,99.0,40.0,15.0,3.1819287365491786,1892,2023-05-23 11:48:33.979633
692,至誠豆漿坊,jy6y,1,['小吃'],False,29.0,99.0,40.0,15.0,2.2873878808983927,80,2023-05-23 11:48:33.979633
693,麥味登 (北投實踐店),ml9c,1,"['早餐', '台式']",False,29.0,99.0,40.0,15.0,1.854332893214616,1290,2023-05-23 11:48:33.979633
694,弎文早午餐,yjc1,1,"['早餐', '台式']",False,29.0,99.0,40.0,15.0,1.686887172142687,73,2023-05-23 11:48:33.979633
695,小麥田早餐店,m5lq,1,"['早餐', '台式']",False,29.0,99.0,40.0,15.0,1.9137148174916834,113,2023-05-23 11:48:33.979633
696,歐霸平價韓式料理,lqeh,2,['韓式'],False,29.0,99.0,40.0,15.0,2.894592533754346,524,2023-05-23 11:48:33.979633
697,尊賢味亦美早午餐,eczb,1,"['早餐', '小吃']",False,29.0,99.0,40.0,15.0,2.0595360796293742,4,2023-05-23 11:48:33.979633
698,何記素紫糯米飯糰,a7la,1,"['麵食', '素食']",False,29.0,99.0,40.0,10.0,1.0450581699033912,997,2023-05-23 11:48:33.979633
699,洪樓,h9lb,3,['中式'],False,29.0,99.0,40.0,15.0,1.5643975379643513,6,2023-05-23 11:48:33.979633
700,囍家早午餐,mqkf,1,"['早餐', '台式']",False,29.0,99.0,40.0,15.0,3.126443962414264,583,2023-05-23 11:48:33.979633
701,麗華古早麵,r4ik,2,"['湯品', '麵食', '台式']",False,29.0,99.0,40.0,15.0,1.1530510188951428,842,2023-05-23 11:48:33.979633
702,歐暱平價韓式創意料理,r4fx,2,['韓式'],False,29.0,99.0,40.0,15.0,2.889907371697397,101,2023-05-23 11:48:33.979633
703,九十八番壽司,ddqr,1,"['湯品', '麵食', '粥', '日式']",False,29.0,99.0,40.0,15.0,1.0322503382979773,11,2023-05-23 11:48:33.979633
704,芷菜包飯‧韓國鄰家炸雞,xyty,1,"['韓式', '炸雞']",False,29.0,99.0,40.0,15.0,2.893534802679672,979,2023-05-23 11:48:33.979633
705,阿焜花枝羹麵線,d5fq,1,"['麵食', '小吃']",False,29.0,99.0,40.0,10.0,1.8853534771886342,546,2023-05-23 11:48:33.979633
706,張記廣東腸粉 (台北石牌店),nnub,1,['港式'],False,29.0,99.0,40.0,15.0,0.9301877006499502,172,2023-05-23 11:48:33.979633
707,呷尚堡 (北投石牌店),ud4b,1,"['早餐', '台式']",False,29.0,99.0,40.0,15.0,1.335459398552343,84,2023-05-23 11:48:33.979633
708,秋葉壽司,z5wq,1,"['小吃', '日式']",False,29.0,99.0,40.0,15.0,2.923958785757378,309,2023-05-23 11:48:33.979633
709,陽光屋,v3h3,1,['台式'],False,29.0,99.0,40.0,15.0,2.9602113799358833,30,2023-05-23 11:48:33.979633
710,Chi Chi's 健康餐盒X熱壓吐司,d9sz,1,"['便當', '健康餐', '三明治 / 吐司']",False,29.0,99.0,40.0,10.0,0.0823405060091928,994,2023-05-23 11:48:33.979633
711,胃太小私房菜,yq8n,3,['中式'],False,29.0,99.0,40.0,15.0,1.9237008541134482,123,2023-05-23 11:48:33.979633
712,燥咖便當店,dn6n,2,"['便當', '台式']",False,29.0,99.0,40.0,15.0,2.5466682611814035,413,2023-05-23 11:48:33.979633
713,御珍家,w0jx,1,"['麵食', '台式']",False,29.0,99.0,40.0,15.0,1.0094314010697463,907,2023-05-23 11:48:33.979633
714,皇家比薩,z9qt,2,"['披薩', '歐美']",False,29.0,99.0,40.0,10.0,1.2800011762779784,6516,2023-05-23 11:48:33.979633
715,李記小吃(大腸蚵仔麵線甜不辣)專賣店,a5uu,1,"['麵食', '小吃']",False,29.0,99.0,40.0,10.0,1.9545313349648772,1217,2023-05-23 11:48:33.979633
716,茶湯會 (士林捷運店),u6je,1,['飲料'],False,29.0,99.0,40.0,15.0,2.8382671419212215,1856,2023-05-23 11:48:33.979633
717,Churchill's邱吉爾優質香腸,e5fv,1,['歐美'],False,29.0,99.0,40.0,10.0,1.6326558899733679,217,2023-05-23 11:48:33.979633
718,茶湯會 (芝山福華店),yeqb,1,['飲料'],False,29.0,99.0,40.0,15.0,1.7923648285343654,711,2023-05-23 11:48:33.979633
719,寶珍珍食堂,k6gm,2,"['咖哩', '台式']",False,29.0,99.0,40.0,15.0,1.7651515073693946,454,2023-05-23 11:48:33.979633
720,二子山拉麵部屋 (天母總店),czj1,2,"['麵食', '日式']",False,29.0,99.0,40.0,15.0,0.4880228543427269,1798,2023-05-23 11:48:33.979633
721,長鴻丼屋,e9ff,2,"['麵食', '日式']",False,29.0,99.0,40.0,10.0,0.7714844085774576,1148,2023-05-23 11:48:33.979633
722,良屹食坊,g2q2,1,"['麵食', '台式']",False,29.0,99.0,40.0,15.0,2.193377019248928,12,2023-05-23 11:48:33.979633
723,蔬食趣漢堡 咖哩飯 日式丼飯,ocnk,2,"['漢堡', '咖哩', '素食']",False,29.0,99.0,40.0,15.0,1.3222352420359789,447,2023-05-23 11:48:33.979633
724,老士林烤肉飯 (士林大南宵夜店),a1kz,2,"['便當', '台式']",False,29.0,99.0,40.0,10.0,3.380117520442509,405,2023-05-23 11:48:33.979633
725,京城烤鴨 (北投總店),nmjb,3,['中式'],False,29.0,99.0,40.0,15.0,1.9398087627668157,568,2023-05-23 11:48:33.979633
726,Skylark洋食.芳鄰 (士林中山北店),e5fx,3,"['歐美', '麵食']",False,29.0,99.0,40.0,10.0,2.7060887182693794,1143,2023-05-23 11:48:33.979633
727,遇見pasta義式廚房(沁茶集飲食店）,s9vh,2,"['歐美', '麵食']",False,29.0,99.0,40.0,15.0,1.9793862079406443,965,2023-05-23 11:48:33.979633
728,徐媽 麻辣QQ酸辣粉,g5bx,2,"['中式', '麵食']",False,29.0,99.0,40.0,15.0,2.1243779047497298,1773,2023-05-23 11:48:33.979633
729,清原芋圓 (北投明德店),rjqh,1,['甜點'],False,29.0,99.0,40.0,15.0,1.3312128132766348,342,2023-05-23 11:48:33.979633
730,越南祥記美食 (台北士林店),w7nh,2,"['湯品', '東南亞']",False,29.0,99.0,40.0,15.0,3.395754978959438,3922,2023-05-23 11:48:33.979633
731,新光影城 (天母),rizw,1,['甜點'],False,29.0,99.0,40.0,15.0,0.7083432613215291,1,2023-05-23 11:48:33.979633
732,北投羊肉焿,u0ht,1,"['麵食', '台式']",False,29.0,99.0,40.0,15.0,2.8190285687438017,1264,2023-05-23 11:48:33.979633
733,老味道嫩骨飯 (台北裕民店),yys8,1,"['湯品', '台式']",False,29.0,99.0,40.0,15.0,1.1672812908848864,187,2023-05-23 11:48:33.979633
734,oec蚌麵 (大葉高島屋百貨店),rjva,1,"['麵食', '台式']",False,29.0,99.0,40.0,15.0,0.9282723246331348,76,2023-05-23 11:48:33.979633
735,親丼 平價丼飯 串燒,nlo2,2,"['牛排', '日式']",False,29.0,99.0,40.0,15.0,3.007600104422182,19,2023-05-23 11:48:33.979633
736,koffi_and,b477,1,"['咖啡', '歐美']",False,29.0,99.0,40.0,15.0,1.034662691469971,1,2023-05-23 11:48:33.979633
737,惡霸丼飯烏龍麵,nj38,2,"['麵食', '日式']",False,29.0,99.0,40.0,15.0,3.3734104122116317,151,2023-05-23 11:48:33.979633
738,9423鍋燒麵,q25h,1,"['湯品', '麵食', '台式']",False,29.0,99.0,40.0,15.0,3.3618796281946146,91,2023-05-23 11:48:33.979633
739,成真咖啡 Come True Coffee (SOGO百貨天母店),ru8h,2,"['歐美', '麵食']",False,29.0,99.0,40.0,15.0,1.7077364917211972,16,2023-05-23 11:48:33.979633
740,北平老鄧記,d3ex,1,"['中式', '餃子']",False,29.0,99.0,40.0,10.0,1.8945138057810638,1121,2023-05-23 11:48:33.979633
741,泰揚雲泰主題餐廳,qdoz,3,['東南亞'],False,29.0,99.0,40.0,15.0,2.642609034712256,159,2023-05-23 11:48:33.979633
742,興葉 (SOGO百貨天母店),a8rn,2,['台式'],False,29.0,99.0,40.0,10.0,1.7305879459501898,337,2023-05-23 11:48:33.979633
743,惡霸鍋物,jt2n,1,"['火鍋', '台式']",False,29.0,99.0,40.0,15.0,3.3734104122116317,77,2023-05-23 11:48:33.979633
744,儂特利 (台北士林店),uofw,2,"['漢堡', '歐美']",False,29.0,99.0,40.0,15.0,2.895075968753565,272,2023-05-23 11:48:33.979633
745,廣安階 (SOGO百貨天母店),a8yx,1,['甜點'],False,29.0,99.0,40.0,10.0,1.7420217644949594,196,2023-05-23 11:48:33.979633
746,伊鍋一 北投中央店,vsqw,2,"['麵食', '火鍋', '台式']",False,29.0,99.0,40.0,15.0,2.87829854206735,2,2023-05-23 11:48:33.979633
747,神戶牛排,y3ic,2,"['歐美', '牛排']",False,29.0,99.0,40.0,10.0,0.8721973644147843,734,2023-05-23 11:48:33.979633
748,冠豪香港粥.粉.麵.飯,bzd6,2,"['湯品', '麵食', '港式', '粥']",False,29.0,99.0,40.0,15.0,2.0306392146166394,291,2023-05-23 11:48:33.979633
749,大田館韓國正統料理,d6zo,2,"['韓式', '湯品']",False,29.0,99.0,40.0,10.0,1.2382951533643165,513,2023-05-23 11:48:33.979633
750,敦煌和漢苑,y3oe,3,['中式'],False,30.0,50.0,35.0,15.0,1.2637847507287958,1048,2023-05-23 11:48:33.979633
751,士林如意小火鍋,d1ul,1,"['火鍋', '台式']",False,29.0,99.0,40.0,10.0,3.6523339004729274,311,2023-05-23 11:48:33.979633
752,貴婦滷味(台北芝山店),a1ah,2,['小吃'],False,29.0,99.0,40.0,10.0,1.9436027773818214,1806,2023-05-23 11:48:33.979633
753,榕屋Pasta義大利麵,b2mn,3,"['歐美', '麵食']",False,29.0,99.0,40.0,10.0,1.3767307852398936,676,2023-05-23 11:48:33.979633
754,雪嶽山韓式料理 (新光三越台北天母店),f7li,1,"['韓式', '火鍋']",False,29.0,99.0,40.0,15.0,0.6885452448966513,944,2023-05-23 11:48:33.979633
755,亞瑟蘭印度餐廳Family Indian Restaurant,fe37,3,"['咖哩', '異國']",False,29.0,99.0,40.0,15.0,1.8993207663899807,46,2023-05-23 11:48:33.979633
756,晨甜健康餐,ijhi,1,['健康餐'],False,29.0,99.0,40.0,15.0,3.3879477221035366,2,2023-05-23 11:48:33.979633
757,晨甜小食光,wsbb,1,"['台式', '三明治 / 吐司']",False,29.0,99.0,40.0,15.0,3.3879477221035366,1,2023-05-23 11:48:33.979633
758,葉子異國小廚坊,t0z5,3,"['披薩', '歐美']",False,29.0,99.0,40.0,15.0,1.1837998892463917,501,2023-05-23 11:48:33.979633
759,佳佳佳石頭火鍋-嚴選湯頭,ms7y,1,"['火鍋', '台式']",False,29.0,99.0,40.0,15.0,1.2813472625555944,88,2023-05-23 11:48:33.979633
760,劉老大-小火鍋專門店,ixqs,1,"['火鍋', '台式']",False,29.0,99.0,40.0,15.0,1.2813472625555944,151,2023-05-23 11:48:33.979633
761,荷李活茶街x辛火相拌 (SOGO百貨天母店),fozw,1,"['麵食', '港式']",False,29.0,99.0,40.0,15.0,1.6930292783043752,3,2023-05-23 11:48:33.979633
762,阿育吠陀 印度咖哩養生餐盒,ocmc,2,"['便當', '咖哩', '東南亞']",False,29.0,99.0,40.0,15.0,1.9086368415497972,6,2023-05-23 11:48:33.979633
763,JK美式炸雞,m3lg,2,"['歐美', '炸雞']",False,29.0,99.0,40.0,15.0,0.7365659244452418,482,2023-05-23 11:48:33.979633
764,小金越南小吃,d072,2,"['麵食', '東南亞']",False,29.0,99.0,40.0,15.0,2.734751666179744,3,2023-05-23 11:48:33.979633
765,呸姐麵舖,p056,1,"['麵食', '火鍋', '台式']",False,29.0,99.0,40.0,15.0,1.942678377940327,2,2023-05-23 11:48:33.979633
766,百吃不厭 (台北北投店),pkds,1,"['歐美', '麵食', '火鍋']",False,29.0,99.0,40.0,15.0,1.1862846572438006,5,2023-05-23 11:48:33.979633
767,尚品迷你麻辣涮涮鍋,z5fk,2,"['火鍋', '日式']",False,29.0,99.0,40.0,10.0,3.064497757363964,848,2023-05-23 11:48:33.979633
768,沐慕茶飲feat.工作室,hfgk,2,['飲料'],False,29.0,99.0,40.0,15.0,2.753457035724346,5,2023-05-23 11:48:33.979633
769,Alice X 餐廳,y9cr,1,"['便當', '台式']",False,29.0,99.0,40.0,15.0,2.5085177680692503,260,2023-05-23 11:48:33.979633
770,葉子食堂,q1bu,1,"['火鍋', '台式']",False,29.0,99.0,40.0,15.0,1.1862180742275976,43,2023-05-23 11:48:33.979633
771,天品滷味坊 (台北石牌店),xchs,2,['小吃'],False,29.0,99.0,40.0,15.0,1.2086200927739872,160,2023-05-23 11:48:33.979633
772,我想做愛玉,couk,1,['甜點'],False,29.0,99.0,40.0,15.0,0.8120110133701018,3,2023-05-23 11:48:33.979633
773,蓉姨的店,erd0,1,"['湯品', '麵食', '台式']",False,29.0,99.0,40.0,15.0,0.5773016744390455,107,2023-05-23 11:48:33.979633
774,PS BUBU 金屋藏車食堂,n30c,3,"['咖啡', '蛋糕', '歐美']",False,29.0,99.0,40.0,15.0,0.6108435315381723,44,2023-05-23 11:48:33.979633
775,百利冰果33年魷魚羹,d8cc,1,"['麵食', '台式']",False,29.0,99.0,40.0,10.0,2.0686647928374073,387,2023-05-23 11:48:33.979633
776,剪刀石頭布韓國餐廳,rcos,3,['韓式'],False,29.0,99.0,40.0,15.0,0.9637857161972209,59,2023-05-23 11:48:33.979633
777,Mi Bistro,hlji,1,['台式'],False,29.0,99.0,40.0,15.0,2.284665648793,39,2023-05-23 11:48:33.979633
778,家後古早味 (台北北投店),dwdq,1,"['火鍋', '台式']",False,29.0,99.0,40.0,15.0,1.1862846572438006,1,2023-05-23 11:48:33.979633
779,皇品珍中華料理 (SOGO百貨天母店),f4rz,1,"['火鍋', '台式']",False,29.0,99.0,40.0,15.0,1.7091849355883633,492,2023-05-23 11:48:33.979633
780,冰來醬擋,aqay,1,['甜點'],False,29.0,99.0,40.0,15.0,3.5460875064180133,754,2023-05-23 11:48:33.979633
781,好初廚房,fuqy,2,"['火鍋', '台式']",False,29.0,99.0,40.0,15.0,3.358596389335252,83,2023-05-23 11:48:33.979633
782,綠蓋茶館 (士林),w3sf,1,['小吃'],False,29.0,99.0,40.0,15.0,2.9771293012224644,252,2023-05-23 11:48:33.979633
783,Masala優格番茄•咖喱,yxzu,1,"['咖哩', '異國']",False,29.0,99.0,40.0,15.0,1.8043208127143675,1,2023-05-23 11:48:33.979633
784,一畝田傳統豆花,z2wc,1,['甜點'],False,29.0,99.0,40.0,10.0,1.2200898653511911,1302,2023-05-23 11:48:33.979633
785,派克 (士林基河店),d6uf,1,"['小吃', '炸雞']",False,29.0,99.0,40.0,10.0,3.3768871276326764,3127,2023-05-23 11:48:33.979633
786,龍內行手工生烤玉米,g72h,1,['小吃'],False,29.0,99.0,40.0,15.0,3.35473852242688,14,2023-05-23 11:48:33.979633
787,阿卡拉炸雞 (北投尊賢店),b0rz,2,"['小吃', '炸雞']",False,29.0,99.0,40.0,10.0,2.0443773028861956,1833,2023-05-23 11:48:33.979633
788,轉角小吃,db4n,1,"['麵食', '小吃']",False,29.0,99.0,40.0,15.0,3.4018745419740863,5,2023-05-23 11:48:33.979633
789,韓伯 韓式料理,nzcy,2,"['韓式', '湯品', '火鍋']",False,29.0,99.0,40.0,15.0,2.9136874799381176,3,2023-05-23 11:48:33.979633
790,PAP'S法式餐廳,us3o,3,['歐美'],False,29.0,99.0,40.0,15.0,0.7103539540478421,31,2023-05-23 11:48:33.979633
791,伊豆早餐店,p05f,1,"['早餐', '台式']",False,29.0,99.0,40.0,15.0,2.3140985466159334,68,2023-05-23 11:48:33.979633
792,金蓬萊遵古台菜餐廳,tg7o,3,"['湯品', '台式']",False,29.0,99.0,40.0,15.0,0.8942858668837318,234,2023-05-23 11:48:33.979633
793,鮮味早午食店,r16h,1,"['早餐', '漢堡', '台式', '三明治 / 吐司']",False,29.0,99.0,40.0,15.0,2.727387577431696,169,2023-05-23 11:48:33.979633
794,華榮咖啡,nomx,1,"['咖啡', '歐美', '三明治 / 吐司']",False,29.0,99.0,40.0,15.0,2.5414114414853763,10,2023-05-23 11:48:33.979633
795,111小館,x7ei,3,"['麵食', '台式']",False,29.0,99.0,40.0,15.0,1.3207688514016744,560,2023-05-23 11:48:33.979633
796,香港明星綜合美食,m2es,1,"['麵食', '港式']",False,29.0,99.0,40.0,15.0,3.1443380395181184,1216,2023-05-23 11:48:33.979633
797,一帖漢方麻辣燙,u0ej,1,['小吃'],False,29.0,99.0,40.0,15.0,3.321724517256961,212,2023-05-23 11:48:33.979633
798,台南府城溫體牛肉湯,h81i,1,"['麵食', '台式']",False,29.0,99.0,40.0,15.0,3.4013089881332412,0,2023-05-23 11:48:33.979633
799,寶飽煲小館,hvwt,3,"['麵食', '台式']",False,29.0,99.0,40.0,15.0,2.675163191625193,44,2023-05-23 11:48:33.979633
800,Hala Chicken (天母士東店),u6yz,2,['歐美'],False,29.0,99.0,20.0,5.0,0.9429753409139231,175,2023-05-23 11:48:33.979633
801,客滿源熱炒小吃,hqje,3,"['湯品', '鐵板燒', '便當', '台式']",False,29.0,99.0,25.0,10.0,1.1202092603942402,204,2023-05-23 11:48:33.979633
802,珍煮丹 (台北石牌店),ey2w,2,['飲料'],False,29.0,99.0,20.0,5.0,1.5179028966997283,2291,2023-05-23 11:48:33.979633
803,貓王便當 (台北石牌店),n96p,1,"['湯品', '便當', '台式']",False,29.0,99.0,20.0,5.0,0.9502252302813612,276,2023-05-23 11:48:33.979633
804,爭鮮迴轉壽司 (石牌店),r7py,3,['日式'],False,29.0,99.0,20.0,5.0,1.2801159172469958,1222,2023-05-23 11:48:33.979633
805,迷客夏 Milksha (台北石牌店),lee0,2,['飲料'],False,29.0,99.0,20.0,5.0,1.1035226862254706,288,2023-05-23 11:48:33.979633
806,119漢堡,a3rx,1,"['早餐', '台式']",False,29.0,99.0,30.0,15.0,1.5599431265858945,2808,2023-05-23 11:48:33.979633
807,有口福自助餐,c9tv,2,"['便當', '台式']",False,29.0,99.0,20.0,5.0,1.682819443529612,165,2023-05-23 11:48:33.979633
808,YAYOI彌生軒 (石牌振興店),col3,3,"['便當', '日式']",False,29.0,99.0,20.0,10.0,0.5685367871590606,291,2023-05-23 11:48:33.979633
809,龍涎居好湯 (士林德行東路店),d0wn,3,"['湯品', '台式']",False,29.0,99.0,25.0,10.0,1.2861650333607093,1232,2023-05-23 11:48:33.979633
810,天母桃子廚房MoMo,a0ki,2,"['歐美', '麵食']",False,29.0,99.0,20.0,5.0,1.3140651708770001,2081,2023-05-23 11:48:33.979633
811,波仕Balls tea (台北石牌店),vkmk,1,['飲料'],False,29.0,99.0,20.0,5.0,1.5421810984009483,377,2023-05-23 11:48:33.979633
812,初九麻辣食堂,f4op,2,['台式'],False,29.0,99.0,20.0,5.0,1.6612729782954219,2726,2023-05-23 11:48:33.979633
813,吉豚屋 KATSUYA  (台北石牌店),xwiv,3,"['便當', '日式']",False,29.0,99.0,25.0,10.0,1.2907725090206283,1129,2023-05-23 11:48:33.979633
814,CoCo 壹番屋咖哩 (高島屋kitchen店),ul3t,3,"['咖哩', '日式']",False,29.0,99.0,30.0,15.0,0.9624148740978175,603,2023-05-23 11:48:33.979633
815,樂莉漢堡 LALEY BURGER,g69a,2,"['漢堡', '歐美', '三明治 / 吐司']",False,29.0,99.0,20.0,5.0,1.5405796633217,93,2023-05-23 11:48:33.979633
816,珍味好柑仔店,zpix,1,"['麵食', '台式']",False,29.0,99.0,40.0,25.0,0.8797011218101279,319,2023-05-23 11:48:33.979633
817,86義大利麵/燉飯 (台北士林店),e8jk,2,"['歐美', '麵食']",False,29.0,99.0,25.0,5.0,2.044718780829556,2706,2023-05-23 11:48:33.979633
818,瓦城泰國料理 (新光三越台北天母店),pant,3,['東南亞'],False,29.0,99.0,45.0,30.0,0.6777337895545633,298,2023-05-23 11:48:33.979633
819,萬華莊家班麻油雞 (台北天母店),c8jy,2,"['麵食', '台式']",False,29.0,99.0,20.0,5.0,1.2944917598190067,2745,2023-05-23 11:48:33.979633
820,飯卷著吃 The Rice Roll (台北天母店),cmuj,1,['韓式'],False,29.0,99.0,20.0,5.0,1.2799012027759278,650,2023-05-23 11:48:33.979633
821,鶴茶樓 (北投石牌店),jywh,1,['飲料'],False,29.0,99.0,20.0,5.0,1.1576947238968414,243,2023-05-23 11:48:33.979633
822,馬克老爹 (台北天母門市),l6jl,2,"['咖啡', '蛋糕', '歐美']",False,29.0,99.0,25.0,15.0,0.6747497321503414,414,2023-05-23 11:48:33.979633
823,達美樂Domino's (天母北路店),ga03,3,"['披薩', '歐美']",False,30.0,199.0,30.0,25.0,0.36409218032078383,22,2023-05-23 11:48:33.979633
824,烏弄 (台北石牌店),c5eb,1,['飲料'],False,29.0,99.0,20.0,5.0,1.1159323486041997,2722,2023-05-23 11:48:33.979633
825,川醉湘麻辣燙 (天母店),o5ow,1,['小吃'],False,29.0,99.0,20.0,10.0,0.6533565136222217,67,2023-05-23 11:48:33.979633
826,芯玥堂 (素滷味.葷滷味),aq6c,1,['小吃'],False,29.0,99.0,25.0,10.0,0.44328299271664534,14,2023-05-23 11:48:33.979633
