,shopName,shopCode,budget,category,pandaOnly,minFee,minOrder,minDelTime,minPickTime,distance,rateNum,updateDate
0,Dream Home,k7i5,1,['歐美'],False,29.0,99.0,20.0,10.0,0.6601364356597113,195,2023-05-23 11:48:33.979633
1,Johnny Bro 強尼兄弟健康廚房 (台北東吳店),gxcs,2,"['便當', '健康餐']",False,29.0,99.0,30.0,5.0,3.4081540590088233,94,2023-05-23 11:48:33.979633
2,幸福食光義大利麵烘培坊,vb6c,2,"['歐美', '麵食']",False,29.0,99.0,25.0,10.0,2.7416956834136164,619,2023-05-23 11:48:33.979633
3,品紀咖哩、蛋包飯、烏龍日式專賣 (台北士林店),j3oz,2,"['咖哩', '日式']",False,29.0,99.0,20.0,10.0,0.867482327134538,1404,2023-05-23 11:48:33.979633
4,(極)黃燜雞米飯 (士林文林店),w7u5,2,['中式'],False,29.0,99.0,30.0,5.0,3.680339687286742,1397,2023-05-23 11:48:33.979633
5,孫東寶 (士林天母店),ybx3,3,"['台式', '牛排']",False,29.0,99.0,20.0,10.0,0.17013099283586783,460,2023-05-23 11:48:33.979633
6,巧味漢堡1號店,e2xy,1,"['早餐', '台式']",False,29.0,99.0,25.0,5.0,3.0236394913772373,10900,2023-05-23 11:48:33.979633
7,達美樂Domino's (天母北路店),ga03,3,"['披薩', '歐美']",False,30.0,199.0,30.0,25.0,0.36409218032078383,22,2023-05-23 11:48:33.979633
8,Louisa 路易莎 (台北芝山店),koeg,1,"['咖啡', '蛋糕', '歐美']",False,29.0,99.0,25.0,5.0,1.9821705328870174,781,2023-05-23 11:48:33.979633
9,老夫妻滷味,maqi,2,['小吃'],False,29.0,99.0,20.0,5.0,1.4656423448706302,68,2023-05-23 11:48:33.979633
10,義ㄇㄞㄇㄞ義大利麵,hw6a,2,"['歐美', '麵食']",False,29.0,99.0,20.0,5.0,1.1454587877700215,29,2023-05-23 11:48:33.979633
11,阿亮小吃店,arss,2,"['湯品', '麵食', '台式']",False,29.0,99.0,25.0,5.0,1.9415514530905797,66,2023-05-23 11:48:33.979633
12,IMOMENT CAFE,afrt,3,"['咖啡', '便當', '歐美', '麵食']",False,29.0,99.0,30.0,15.0,1.653712128440285,2,2023-05-23 11:48:33.979633
13,彈芽麵,sodz,2,"['麵食', '台式']",False,29.0,99.0,30.0,15.0,1.0755019026268307,279,2023-05-23 11:48:33.979633
14,食光機,d4fw,2,"['便當', '健康餐']",False,29.0,99.0,30.0,10.0,2.1545917956591643,3871,2023-05-23 11:48:33.979633
15,食來運轉,i0sh,1,"['便當', '台式']",False,29.0,99.0,30.0,10.0,3.387305109418749,6923,2023-05-23 11:48:33.979633
16,大邱大叔 밥짓는삼촌,x4rr,3,"['韓式', '炸雞']",False,29.0,99.0,25.0,10.0,1.67514560528717,843,2023-05-23 11:48:33.979633
17,MARCUS老倉庫 (台北士林店),atzp,3,"['咖啡', '歐美']",False,29.0,99.0,25.0,10.0,1.88808150404803,125,2023-05-23 11:48:33.979633
18,小倉庫食研所,kncb,3,['歐美'],False,29.0,99.0,25.0,10.0,2.6118202950148337,243,2023-05-23 11:48:33.979633
19,Miss X 秘食,x9id,2,"['咖啡', '歐美']",False,29.0,99.0,35.0,15.0,3.646812395059083,1032,2023-05-23 11:48:33.979633
20,德州美墨炸雞 (台北天母店),p5ur,3,"['歐美', '炸雞']",False,29.0,99.0,20.0,5.0,0.44959590426894086,4566,2023-05-23 11:48:33.979633
21,蘇杭365,w6wm,3,['台式'],False,29.0,99.0,25.0,10.0,0.8528204115289004,932,2023-05-23 11:48:33.979633
22,天母豆漿,ronx,1,['小吃'],False,29.0,99.0,20.0,10.0,1.3390907474779763,30,2023-05-23 11:48:33.979633
23,OGGI 歐奇窯烤披薩(士林德行店),a9bw,3,"['披薩', '歐美']",False,29.0,99.0,25.0,10.0,1.5526277227981669,680,2023-05-23 11:48:33.979633
24,高記茶莊,t8f6,1,['飲料'],False,29.0,99.0,25.0,5.0,2.799281618931058,715,2023-05-23 11:48:33.979633
25,柯媽媽台南小吃,f8ec,1,"['麵食', '台式']",False,29.0,99.0,35.0,15.0,3.435281474652089,1991,2023-05-23 11:48:33.979633
26,弘爺漢堡 (北投石義店),b4ml,1,"['早餐', '台式']",False,29.0,99.0,20.0,10.0,0.4559825974445049,3127,2023-05-23 11:48:33.979633
27,麥味登 (台北士東店),y9os,1,"['早餐', '台式']",False,29.0,99.0,20.0,5.0,0.8677736877256764,6384,2023-05-23 11:48:33.979633
28,麥當勞 (S78 台北石牌店),g2of,2,"['漢堡', '歐美']",False,29.0,99.0,20.0,10.0,1.0302811457984016,9481,2023-05-23 11:48:33.979633
29,南台灣土魠魚焿火雞肉飯,y4vx,1,"['湯品', '便當', '台式']",False,29.0,99.0,20.0,5.0,0.5823481379921921,4790,2023-05-23 11:48:33.979633
30,丸亀製麵 (新光三越台北天母店),m6ay,2,"['麵食', '日式']",False,29.0,99.0,25.0,10.0,0.689691420824664,2513,2023-05-23 11:48:33.979633
31,白毫蔬食百燴,z03l,2,"['湯品', '便當', '素食']",False,29.0,99.0,15.0,5.0,0.158528895252591,1060,2023-05-23 11:48:33.979633
32,劉媽媽抄手大滷麵 (台北天母店),y9lz,1,"['湯品', '麵食', '台式']",False,29.0,99.0,15.0,5.0,0.04900054430421758,2668,2023-05-23 11:48:33.979633
33,大苑子 (台北天母店),a9ch,2,['飲料'],False,29.0,99.0,15.0,5.0,0.2056774368507517,3624,2023-05-23 11:48:33.979633
34,すき家 Sukiya (天母高島屋前店),a3wi,2,"['便當', '日式']",False,29.0,99.0,20.0,5.0,0.899620156853508,7563,2023-05-23 11:48:33.979633
35,韓吃餐飲舖,t4be,2,"['韓式', '麵食']",False,29.0,99.0,20.0,10.0,0.20634393042706234,1846,2023-05-23 11:48:33.979633
36,鬍鬚張魯肉飯 (台北天母店),blmx,2,"['便當', '台式']",False,29.0,99.0,15.0,5.0,0.4326395169564099,1859,2023-05-23 11:48:33.979633
37,全國健康素食 (士林天母店),t5pv,1,"['便當', '素食']",False,29.0,99.0,15.0,5.0,0.20063312441420408,2728,2023-05-23 11:48:33.979633
38,八禱碳烤土司 (士東天母店),u6ne,1,"['早餐', '台式']",False,29.0,99.0,20.0,5.0,1.3467449383641326,2804,2023-05-23 11:48:33.979633
39,拉亞漢堡 (北市石牌店),e2nj,1,"['早餐', '歐美']",False,29.0,99.0,20.0,5.0,0.979682579898897,3173,2023-05-23 11:48:33.979633
40,摩斯漢堡Mos Burger (台北天母店),hzsv,2,"['漢堡', '日式']",False,29.0,99.0,30.0,15.0,0.3165927966281222,956,2023-05-23 11:48:33.979633
41,21PLUS、21風味館 (台北石牌門市),ztkg,2,"['歐美', '炸雞']",False,29.0,99.0,20.0,10.0,0.9559145258917385,997,2023-05-23 11:48:33.979633
42,三顧茅廬 (天母士東店),b1kb,1,['小吃'],False,29.0,99.0,25.0,10.0,0.891574936689765,3966,2023-05-23 11:48:33.979633
43,Green Table 健康低卡廚房,r5k7,2,"['便當', '健康餐']",False,29.0,99.0,20.0,5.0,0.5654475795389086,848,2023-05-23 11:48:33.979633
44,鳳城燒臘粵菜 (台北天母店),pi6f,2,"['湯品', '便當', '港式']",False,29.0,99.0,15.0,5.0,0.11559142116102925,468,2023-05-23 11:48:33.979633
45,馬祖麵館 (台北石牌店),ner5,2,"['湯品', '麵食', '台式']",False,29.0,99.0,20.0,5.0,1.0443066310562588,1046,2023-05-23 11:48:33.979633
46,Jenny港式茶餐廳,y0rg,3,"['麵食', '港式']",False,29.0,99.0,20.0,10.0,0.12760030717090315,2755,2023-05-23 11:48:33.979633
47,YU丼飯(石牌總店),z7sq,2,"['便當', '日式']",False,29.0,99.0,20.0,5.0,1.1980882399756156,5477,2023-05-23 11:48:33.979633
48,Johnny Bro 強尼兄弟健康廚房 (台北東吳店),gxcs,2,"['便當', '健康餐']",False,29.0,99.0,30.0,5.0,3.4081540590088233,94,2023-05-23 11:48:33.979633
49,幸福食光義大利麵烘培坊,vb6c,2,"['歐美', '麵食']",False,29.0,99.0,25.0,10.0,2.7416956834136164,619,2023-05-23 11:48:33.979633
50,品紀咖哩、蛋包飯、烏龍日式專賣 (台北士林店),j3oz,2,"['咖哩', '日式']",False,29.0,99.0,20.0,10.0,0.867482327134538,1404,2023-05-23 11:48:33.979633
51,(極)黃燜雞米飯 (士林文林店),w7u5,2,['中式'],False,29.0,99.0,30.0,5.0,3.680339687286742,1397,2023-05-23 11:48:33.979633
52,孫東寶 (士林天母店),ybx3,3,"['台式', '牛排']",False,29.0,99.0,20.0,10.0,0.17013099283586783,460,2023-05-23 11:48:33.979633
53,巧味漢堡1號店,e2xy,1,"['早餐', '台式']",False,29.0,99.0,25.0,5.0,3.0236394913772373,10900,2023-05-23 11:48:33.979633
54,達美樂Domino's (天母北路店),ga03,3,"['披薩', '歐美']",False,30.0,199.0,30.0,25.0,0.36409218032078383,22,2023-05-23 11:48:33.979633
55,Louisa 路易莎 (台北芝山店),koeg,1,"['咖啡', '蛋糕', '歐美']",False,29.0,99.0,25.0,5.0,1.9821705328870174,781,2023-05-23 11:48:33.979633
56,老夫妻滷味,maqi,2,['小吃'],False,29.0,99.0,20.0,5.0,1.4656423448706302,68,2023-05-23 11:48:33.979633
57,義ㄇㄞㄇㄞ義大利麵,hw6a,2,"['歐美', '麵食']",False,29.0,99.0,20.0,5.0,1.1454587877700215,29,2023-05-23 11:48:33.979633
58,阿亮小吃店,arss,2,"['湯品', '麵食', '台式']",False,29.0,99.0,25.0,5.0,1.9415514530905797,66,2023-05-23 11:48:33.979633
59,IMOMENT CAFE,afrt,3,"['咖啡', '便當', '歐美', '麵食']",False,29.0,99.0,30.0,15.0,1.653712128440285,2,2023-05-23 11:48:33.979633
60,彈芽麵,sodz,2,"['麵食', '台式']",False,29.0,99.0,30.0,15.0,1.0755019026268307,279,2023-05-23 11:48:33.979633
61,食光機,d4fw,2,"['便當', '健康餐']",False,29.0,99.0,30.0,10.0,2.1545917956591643,3871,2023-05-23 11:48:33.979633
62,食來運轉,i0sh,1,"['便當', '台式']",False,29.0,99.0,30.0,10.0,3.387305109418749,6923,2023-05-23 11:48:33.979633
63,大邱大叔 밥짓는삼촌,x4rr,3,"['韓式', '炸雞']",False,29.0,99.0,25.0,10.0,1.67514560528717,843,2023-05-23 11:48:33.979633
64,MARCUS老倉庫 (台北士林店),atzp,3,"['咖啡', '歐美']",False,29.0,99.0,25.0,10.0,1.88808150404803,125,2023-05-23 11:48:33.979633
65,小倉庫食研所,kncb,3,['歐美'],False,29.0,99.0,25.0,10.0,2.6118202950148337,243,2023-05-23 11:48:33.979633
66,Miss X 秘食,x9id,2,"['咖啡', '歐美']",False,29.0,99.0,35.0,15.0,3.646812395059083,1032,2023-05-23 11:48:33.979633
67,德州美墨炸雞 (台北天母店),p5ur,3,"['歐美', '炸雞']",False,29.0,99.0,20.0,5.0,0.44959590426894086,4566,2023-05-23 11:48:33.979633
68,蘇杭365,w6wm,3,['台式'],False,29.0,99.0,25.0,10.0,0.8528204115289004,932,2023-05-23 11:48:33.979633
69,天母豆漿,ronx,1,['小吃'],False,29.0,99.0,20.0,10.0,1.3390907474779763,30,2023-05-23 11:48:33.979633
70,OGGI 歐奇窯烤披薩(士林德行店),a9bw,3,"['披薩', '歐美']",False,29.0,99.0,25.0,10.0,1.5526277227981669,680,2023-05-23 11:48:33.979633
71,高記茶莊,t8f6,1,['飲料'],False,29.0,99.0,25.0,5.0,2.799281618931058,715,2023-05-23 11:48:33.979633
72,柯媽媽台南小吃,f8ec,1,"['麵食', '台式']",False,29.0,99.0,35.0,15.0,3.435281474652089,1991,2023-05-23 11:48:33.979633
73,弘爺漢堡 (北投石義店),b4ml,1,"['早餐', '台式']",False,29.0,99.0,20.0,10.0,0.4559825974445049,3127,2023-05-23 11:48:33.979633
74,麥味登 (台北士東店),y9os,1,"['早餐', '台式']",False,29.0,99.0,20.0,5.0,0.8677736877256764,6384,2023-05-23 11:48:33.979633
75,麥當勞 (S78 台北石牌店),g2of,2,"['漢堡', '歐美']",False,29.0,99.0,20.0,10.0,1.0302811457984016,9481,2023-05-23 11:48:33.979633
76,南台灣土魠魚焿火雞肉飯,y4vx,1,"['湯品', '便當', '台式']",False,29.0,99.0,20.0,5.0,0.5823481379921921,4790,2023-05-23 11:48:33.979633
77,丸亀製麵 (新光三越台北天母店),m6ay,2,"['麵食', '日式']",False,29.0,99.0,25.0,10.0,0.689691420824664,2513,2023-05-23 11:48:33.979633
78,白毫蔬食百燴,z03l,2,"['湯品', '便當', '素食']",False,29.0,99.0,15.0,5.0,0.158528895252591,1060,2023-05-23 11:48:33.979633
79,劉媽媽抄手大滷麵 (台北天母店),y9lz,1,"['湯品', '麵食', '台式']",False,29.0,99.0,15.0,5.0,0.04900054430421758,2668,2023-05-23 11:48:33.979633
80,大苑子 (台北天母店),a9ch,2,['飲料'],False,29.0,99.0,15.0,5.0,0.2056774368507517,3624,2023-05-23 11:48:33.979633
81,すき家 Sukiya (天母高島屋前店),a3wi,2,"['便當', '日式']",False,29.0,99.0,20.0,5.0,0.899620156853508,7563,2023-05-23 11:48:33.979633
82,韓吃餐飲舖,t4be,2,"['韓式', '麵食']",False,29.0,99.0,20.0,10.0,0.20634393042706234,1846,2023-05-23 11:48:33.979633
83,全國健康素食 (士林天母店),t5pv,1,"['便當', '素食']",False,29.0,99.0,15.0,5.0,0.20063312441420408,2728,2023-05-23 11:48:33.979633
84,鬍鬚張魯肉飯 (台北天母店),blmx,2,"['便當', '台式']",False,29.0,99.0,15.0,5.0,0.4326395169564099,1859,2023-05-23 11:48:33.979633
85,八禱碳烤土司 (士東天母店),u6ne,1,"['早餐', '台式']",False,29.0,99.0,20.0,5.0,1.3467449383641326,2804,2023-05-23 11:48:33.979633
86,拉亞漢堡 (北市石牌店),e2nj,1,"['早餐', '歐美']",False,29.0,99.0,20.0,5.0,0.979682579898897,3173,2023-05-23 11:48:33.979633
87,摩斯漢堡Mos Burger (台北天母店),hzsv,2,"['漢堡', '日式']",False,29.0,99.0,30.0,15.0,0.3165927966281222,956,2023-05-23 11:48:33.979633
88,21PLUS、21風味館 (台北石牌門市),ztkg,2,"['歐美', '炸雞']",False,29.0,99.0,20.0,10.0,0.9559145258917385,997,2023-05-23 11:48:33.979633
89,三顧茅廬 (天母士東店),b1kb,1,['小吃'],False,29.0,99.0,25.0,10.0,0.891574936689765,3966,2023-05-23 11:48:33.979633
90,Green Table 健康低卡廚房,r5k7,2,"['便當', '健康餐']",False,29.0,99.0,20.0,5.0,0.5654475795389086,848,2023-05-23 11:48:33.979633
91,鳳城燒臘粵菜 (台北天母店),pi6f,2,"['湯品', '便當', '港式']",False,29.0,99.0,15.0,5.0,0.11559142116102925,468,2023-05-23 11:48:33.979633
92,馬祖麵館 (台北石牌店),ner5,2,"['湯品', '麵食', '台式']",False,29.0,99.0,20.0,5.0,1.0443066310562588,1046,2023-05-23 11:48:33.979633
93,YU丼飯(石牌總店),z7sq,2,"['便當', '日式']",False,29.0,99.0,20.0,5.0,1.1980882399756156,5477,2023-05-23 11:48:33.979633
94,Jenny港式茶餐廳,y0rg,3,"['麵食', '港式']",False,29.0,99.0,20.0,10.0,0.12760030717090315,2755,2023-05-23 11:48:33.979633
95,Laley Burger 德東店,kvnd,1,"['早餐', '歐美']",False,29.0,99.0,20.0,5.0,1.2712086936165057,942,2023-05-23 11:48:33.979633
96,天東86牛肉麵,a5la,2,"['麵食', '台式']",False,29.0,99.0,20.0,5.0,0.8315193616203926,1143,2023-05-23 11:48:33.979633
97,Pizza Hut必勝客 (天母外送店),z6am,2,"['披薩', '歐美']",False,29.0,99.0,20.0,10.0,0.4795458381478923,2207,2023-05-23 11:48:33.979633
98,竹林上禾便當 (士林德行店),v6ro,2,"['便當', '台式']",False,29.0,99.0,20.0,5.0,1.2947488427742884,4013,2023-05-23 11:48:33.979633
99,皇鼎油飯,w3wx,2,"['便當', '台式']",False,29.0,99.0,15.0,5.0,0.528816959621191,4527,2023-05-23 11:48:33.979633
100,滷肉腳 (士林天母店),u8ot,1,"['便當', '台式']",False,29.0,99.0,20.0,5.0,1.2940728247350939,2367,2023-05-23 11:48:33.979633
101,八方雲集 (士林天玉店),zygd,1,"['台式', '餃子']",False,29.0,99.0,20.0,10.0,0.2436493186266925,51,2023-05-23 11:48:33.979633
102,8巷早午餐,u0id,1,"['早餐', '歐美']",False,29.0,99.0,20.0,10.0,0.5208964877823693,1167,2023-05-23 11:48:33.979633
103,溢香園餐廳 (台北天母店),f1vd,3,"['湯品', '台式']",False,29.0,99.0,20.0,10.0,0.5063964706875449,1137,2023-05-23 11:48:33.979633
104,2派克脆皮雞排 (北投石牌店),a7hc,1,"['小吃', '炸雞']",False,29.0,99.0,25.0,15.0,1.1032202998575993,4623,2023-05-23 11:48:33.979633
105,72度C舒肥健康餐 (北投石牌店),j82o,2,"['便當', '健康餐']",False,29.0,99.0,20.0,5.0,1.0864482906420836,412,2023-05-23 11:48:33.979633
106,炸鷄大獅 (台北天母店),lekq,2,"['小吃', '炸雞']",False,29.0,99.0,15.0,5.0,0.24151277480173095,293,2023-05-23 11:48:33.979633
107,SUBWAY (天母東路店),z5ze,2,['歐美'],False,29.0,99.0,15.0,5.0,0.4984799376137601,2216,2023-05-23 11:48:33.979633
108,三顧茅廬 (台北天母東店),v650,1,['小吃'],False,29.0,99.0,20.0,10.0,0.609769411425707,102,2023-05-23 11:48:33.979633
109,和記,q1ej,2,"['湯品', '便當', '台式']",False,29.0,99.0,20.0,5.0,0.5371196471775201,1345,2023-05-23 11:48:33.979633
110,男子漢拉麵 (天母德行店),a1il,2,"['麵食', '日式']",False,29.0,99.0,20.0,10.0,1.2887745520430856,2525,2023-05-23 11:48:33.979633
111,龜記茗品 (北投石牌店),wxix,1,['飲料'],False,29.0,99.0,20.0,5.0,1.0479472395267841,2161,2023-05-23 11:48:33.979633
112,Poke Lee (台北芝山店),n7zo,1,['健康餐'],False,29.0,99.0,25.0,10.0,1.4229532723016525,527,2023-05-23 11:48:33.979633
113,瘋格格鐵道便當 (黃平洋便當總店),e1vl,1,"['便當', '台式']",False,29.0,99.0,20.0,5.0,0.8119631065693054,1788,2023-05-23 11:48:33.979633
114,五桐號 WooTEA (台北石牌店),tky2,2,['飲料'],False,29.0,99.0,20.0,5.0,1.2086200927739872,404,2023-05-23 11:48:33.979633
115,朱記餡餅粥 (大葉高島屋百貨店),k1r4,3,"['中式', '麵食', '粥']",False,29.0,99.0,30.0,15.0,0.9721068482438561,503,2023-05-23 11:48:33.979633
116,喜喜鍋 • 煮好鍋專賣店 (石牌),ek9f,2,"['火鍋', '台式']",False,29.0,99.0,25.0,10.0,1.6838523898507585,2209,2023-05-23 11:48:33.979633
117,池上木片便當 (北投文林北店),o5kc,2,"['便當', '台式']",False,29.0,99.0,20.0,5.0,1.8640928535425276,1510,2023-05-23 11:48:33.979633
118,梁社漢排骨 (士林忠誠店),d2og,2,"['便當', '台式']",False,29.0,99.0,20.0,5.0,0.9334649679193445,1885,2023-05-23 11:48:33.979633
119,大戶屋 (大葉高島屋店),x3nk,3,"['便當', '日式']",False,29.0,99.0,25.0,10.0,0.9918736297602394,1299,2023-05-23 11:48:33.979633
120,松三町,a6pb,2,"['便當', '日式']",False,29.0,99.0,20.0,10.0,0.636780499657313,1640,2023-05-23 11:48:33.979633
121,吳家豆漿,o6f5,1,['小吃'],False,29.0,99.0,20.0,10.0,1.262955600601531,1865,2023-05-23 11:48:33.979633
122,清心福全 (台北天母店),d4td,1,['飲料'],False,29.0,99.0,15.0,5.0,0.24005034661261526,1329,2023-05-23 11:48:33.979633
123,廖家牛肉麵,a5bw,2,"['麵食', '台式']",False,29.0,99.0,25.0,10.0,1.4649224334626176,3322,2023-05-23 11:48:33.979633
124,飽食早午餐 (北投明德店),e8qm,1,"['早餐', '歐美']",False,29.0,99.0,35.0,20.0,0.8367511030480311,3540,2023-05-23 11:48:33.979633
125,Louisa 路易莎 (天母忠誠店),u58x,1,"['咖啡', '蛋糕', '歐美']",False,29.0,99.0,20.0,5.0,0.7077400868926154,1097,2023-05-23 11:48:33.979633
126,晨堡 Brunch,dl3k,1,"['早餐', '漢堡', '台式', '三明治 / 吐司']",False,29.0,99.0,20.0,5.0,1.3090003736372535,68,2023-05-23 11:48:33.979633
127,拿坡里 (天母店8103),sfp1,3,"['披薩', '歐美', '炸雞']",False,29.0,99.0,25.0,15.0,0.4120340047465283,946,2023-05-23 11:48:33.979633
128,勝口味大腸蚵仔麵線 (台北芝山店),orlb,1,"['湯品', '麵食', '小吃']",False,29.0,99.0,20.0,5.0,1.7770869447859041,1300,2023-05-23 11:48:33.979633
129,金菊雞肉飯,qd0v,2,['台式'],False,29.0,99.0,20.0,5.0,2.021415617093862,698,2023-05-23 11:48:33.979633
130,Jo’s Bon Kitchen 揪好廚房,qef6,2,"['便當', '健康餐']",False,29.0,99.0,20.0,10.0,0.8921871454866113,81,2023-05-23 11:48:33.979633
131,88烏龍麵蓋飯,r5za,2,"['麵食', '日式']",False,29.0,99.0,25.0,10.0,1.2779787617514713,2092,2023-05-23 11:48:33.979633
132,呷尚寶早午餐 (士林士東店),ppjb,1,"['早餐', '台式']",False,29.0,99.0,20.0,5.0,1.2593506516499335,118,2023-05-23 11:48:33.979633
133,Louisa 路易莎 (天母米蘭店),bpka,1,"['咖啡', '蛋糕', '歐美']",False,29.0,99.0,20.0,5.0,0.532128411109666,420,2023-05-23 11:48:33.979633
134,阿該的夢幻食堂,b3sb,2,"['麵食', '台式']",False,29.0,99.0,20.0,5.0,1.1864576841770564,1778,2023-05-23 11:48:33.979633
135,大心泰式麵食 (新光三越台北天母店),tzxs,3,"['麵食', '東南亞']",False,29.0,99.0,45.0,30.0,0.6929115471168306,313,2023-05-23 11:48:33.979633
136,三商巧福 (4163石牌店),j1ul,2,"['麵食', '台式']",False,29.0,99.0,20.0,5.0,1.2717077681266356,442,2023-05-23 11:48:33.979633
137,富嵐迪複合食館,i0cy,1,"['麵食', '台式']",False,29.0,99.0,25.0,10.0,0.8676992174660145,1836,2023-05-23 11:48:33.979633
138,古早味黃金蛋炒飯,vekb,1,"['湯品', '便當', '台式']",False,29.0,99.0,20.0,5.0,1.6362734968316948,673,2023-05-23 11:48:33.979633
139,大腳阿公臭臭鍋,y7px,2,"['火鍋', '台式']",False,29.0,99.0,30.0,15.0,1.0402324068587225,1999,2023-05-23 11:48:33.979633
140,小木屋鬆餅 (北投石牌店),g0up,1,['甜點'],False,29.0,99.0,20.0,5.0,1.6284479188334906,4340,2023-05-23 11:48:33.979633
141,韓庭州 (天母店),f3vd,3,"['韓式', '火鍋']",False,29.0,99.0,30.0,10.0,1.5565594234170568,2547,2023-05-23 11:48:33.979633
142,親愛的小籠湯包 (台北天母店),m6lc,2,"['中式', '麵食']",False,29.0,99.0,20.0,5.0,1.3071443136285932,2482,2023-05-23 11:48:33.979633
143,吉野家 Yoshinoya (台北石牌店),x4fk,2,"['便當', '日式']",False,29.0,99.0,20.0,5.0,1.1876690244867267,4493,2023-05-23 11:48:33.979633
144,創義麵 (北投石牌店),ryuw,3,"['歐美', '麵食']",False,29.0,99.0,25.0,15.0,1.1594550182864023,272,2023-05-23 11:48:33.979633
145,大狗麵線 (台北石牌店),bzgd,1,"['湯品', '麵食', '小吃']",False,29.0,99.0,20.0,5.0,1.2086200927739872,115,2023-05-23 11:48:33.979633
146,義古義麵坊,c7vk,2,"['歐美', '麵食']",False,29.0,99.0,20.0,10.0,0.2418652245692113,277,2023-05-23 11:48:33.979633
147,bb.q CHICKEN (天母高島屋店),qr4h,3,"['韓式', '炸雞']",False,29.0,99.0,35.0,20.0,0.9851132360630418,123,2023-05-23 11:48:33.979633
148,50嵐 (北投石牌店),h1du,1,['飲料'],False,29.0,99.0,25.0,10.0,1.1160038416690428,685,2023-05-23 11:48:33.979633
149,有口福自助餐,c9tv,2,"['便當', '台式']",False,29.0,99.0,20.0,5.0,1.682819443529612,165,2023-05-23 11:48:33.979633
150,Hala Chicken (天母士東店),u6yz,2,['歐美'],False,29.0,99.0,20.0,5.0,0.9429753409139231,175,2023-05-23 11:48:33.979633
151,客滿源熱炒小吃,hqje,3,"['湯品', '鐵板燒', '便當', '台式']",False,29.0,99.0,25.0,10.0,1.1202092603942402,204,2023-05-23 11:48:33.979633
152,迷客夏 Milksha (台北石牌店),lee0,2,['飲料'],False,29.0,99.0,20.0,5.0,1.1035226862254706,288,2023-05-23 11:48:33.979633
153,珍煮丹 (台北石牌店),ey2w,2,['飲料'],False,29.0,99.0,20.0,5.0,1.5179028966997283,2291,2023-05-23 11:48:33.979633
154,貓王便當 (台北石牌店),n96p,1,"['湯品', '便當', '台式']",False,29.0,99.0,20.0,5.0,0.9502252302813612,276,2023-05-23 11:48:33.979633
155,爭鮮迴轉壽司 (石牌店),r7py,3,['日式'],False,29.0,99.0,20.0,5.0,1.2801159172469958,1222,2023-05-23 11:48:33.979633
156,119漢堡,a3rx,1,"['早餐', '台式']",False,29.0,99.0,30.0,15.0,1.5599431265858945,2808,2023-05-23 11:48:33.979633
157,YAYOI彌生軒 (石牌振興店),col3,3,"['便當', '日式']",False,29.0,99.0,20.0,10.0,0.5685367871590606,291,2023-05-23 11:48:33.979633
158,龍涎居好湯 (士林德行東路店),d0wn,3,"['湯品', '台式']",False,29.0,99.0,25.0,10.0,1.2861650333607093,1232,2023-05-23 11:48:33.979633
159,天母桃子廚房MoMo,a0ki,2,"['歐美', '麵食']",False,29.0,99.0,20.0,5.0,1.3140651708770001,2081,2023-05-23 11:48:33.979633
160,波仕Balls tea (台北石牌店),vkmk,1,['飲料'],False,29.0,99.0,20.0,5.0,1.5421810984009483,377,2023-05-23 11:48:33.979633
161,初九麻辣食堂,f4op,2,['台式'],False,29.0,99.0,20.0,5.0,1.6612729782954219,2726,2023-05-23 11:48:33.979633
162,CoCo 壹番屋咖哩 (高島屋kitchen店),ul3t,3,"['咖哩', '日式']",False,29.0,99.0,30.0,15.0,0.9624148740978175,603,2023-05-23 11:48:33.979633
163,吉豚屋 KATSUYA  (台北石牌店),xwiv,3,"['便當', '日式']",False,29.0,99.0,25.0,10.0,1.2907725090206283,1129,2023-05-23 11:48:33.979633
164,珍味好柑仔店,zpix,1,"['麵食', '台式']",False,29.0,99.0,40.0,25.0,0.8797011218101279,319,2023-05-23 11:48:33.979633
165,樂莉漢堡 LALEY BURGER,g69a,2,"['漢堡', '歐美', '三明治 / 吐司']",False,29.0,99.0,20.0,5.0,1.5405796633217,93,2023-05-23 11:48:33.979633
166,萬華莊家班麻油雞 (台北天母店),c8jy,2,"['麵食', '台式']",False,29.0,99.0,20.0,5.0,1.2944917598190067,2745,2023-05-23 11:48:33.979633
167,86義大利麵/燉飯 (台北士林店),e8jk,2,"['歐美', '麵食']",False,29.0,99.0,25.0,5.0,2.044718780829556,2706,2023-05-23 11:48:33.979633
168,瓦城泰國料理 (新光三越台北天母店),pant,3,['東南亞'],False,29.0,99.0,45.0,30.0,0.6777337895545633,298,2023-05-23 11:48:33.979633
169,鶴茶樓 (北投石牌店),jywh,1,['飲料'],False,29.0,99.0,20.0,5.0,1.1576947238968414,243,2023-05-23 11:48:33.979633
170,飯卷著吃 The Rice Roll (台北天母店),cmuj,1,['韓式'],False,29.0,99.0,20.0,5.0,1.2799012027759278,650,2023-05-23 11:48:33.979633
171,馬克老爹 (台北天母門市),l6jl,2,"['咖啡', '蛋糕', '歐美']",False,29.0,99.0,25.0,15.0,0.6747497321503414,414,2023-05-23 11:48:33.979633
172,烏弄 (台北石牌店),c5eb,1,['飲料'],False,29.0,99.0,20.0,5.0,1.1159323486041997,2722,2023-05-23 11:48:33.979633
